date,AUD,JPY,USD
2007-03-19 16:00:00,0.020976,0.000290,0.009476
2007-03-20 16:00:00,0.020865,0.000313,0.009640
2007-03-21 16:00:00,0.020819,0.000249,0.009664
2007-03-22 16:00:00,0.020841,0.000149,0.009715
2007-03-23 16:00:00,0.020658,0.000157,0.009842
2007-03-25 16:00:00,0.020615,0.000191,0.009907
2007-03-26 16:00:00,0.020745,0.000231,0.009831
2007-03-27 16:00:00,0.020816,0.000186,0.009549
2007-03-28 16:00:00,0.020708,0.000223,0.009641
2007-03-29 16:00:00,0.020631,0.000274,0.009758
2007-03-30 16:00:00,0.020417,0.000461,0.009672
2007-04-01 16:00:00,0.020495,0.000425,0.009592
2007-04-02 16:00:00,0.020621,0.000393,0.009440
2007-04-03 16:00:00,0.020669,0.000428,0.009369
2007-04-04 16:00:00,0.020711,0.000472,0.009233
2007-04-05 16:00:00,0.020836,0.000327,0.009084
2007-04-06 16:00:00,0.020729,0.000247,0.009022
2007-04-08 16:00:00,0.020737,0.000439,0.008987
2007-04-09 16:00:00,0.020833,0.000486,0.008981
2007-04-10 16:00:00,0.020816,0.000630,0.009026
2007-04-11 16:00:00,0.020786,0.000662,0.009122
2007-04-12 16:00:00,0.020886,0.000756,0.009123
2007-04-13 16:00:00,0.020806,0.000666,0.009208
2007-04-15 16:00:00,0.020969,0.000711,0.009381
2007-04-16 16:00:00,0.020956,0.000875,0.009269
2007-04-17 16:00:00,0.020918,0.000823,0.009347
2007-04-18 16:00:00,0.020805,0.000823,0.009364
2007-04-19 16:00:00,0.020904,0.000784,0.009457
2007-04-20 16:00:00,0.020800,0.000883,0.009504
2007-04-22 16:00:00,0.020872,0.000876,0.009316
2007-04-23 16:00:00,0.020801,0.000816,0.009273
2007-04-24 16:00:00,0.020592,0.000933,0.009210
2007-04-25 16:00:00,0.020616,0.001018,0.009100
2007-04-26 16:00:00,0.020743,0.001144,0.009138
2007-04-27 16:00:00,0.020690,0.001098,0.009221
2007-04-29 16:00:00,0.020622,0.001065,0.009079
2007-04-30 16:00:00,0.020553,0.001299,0.009145
2007-05-01 16:00:00,0.020505,0.001431,0.009178
2007-05-02 16:00:00,0.020405,0.001598,0.009275
2007-05-03 16:00:00,0.020322,0.001514,0.009479
2007-05-04 16:00:00,0.020331,0.001426,0.009513
2007-05-06 16:00:00,0.020359,0.001425,0.009493
2007-05-07 16:00:00,0.020426,0.001416,0.009465
2007-05-08 16:00:00,0.020350,0.001512,0.009712
2007-05-09 16:00:00,0.020328,0.001326,0.009779
2007-05-10 16:00:00,0.020396,0.001303,0.009725
2007-05-11 16:00:00,0.020396,0.001258,0.009688
2007-05-13 16:00:00,0.020354,0.001314,0.009782
2007-05-14 16:00:00,0.020371,0.001217,0.009755
2007-05-15 16:00:00,0.020418,0.001403,0.009623
2007-05-16 16:00:00,0.020459,0.001363,0.009591
2007-05-17 16:00:00,0.020413,0.001313,0.009690
2007-05-18 16:00:00,0.020402,0.001257,0.009632
2007-05-20 16:00:00,0.020409,0.001107,0.009590
2007-05-21 16:00:00,0.020451,0.000990,0.009781
2007-05-22 16:00:00,0.020525,0.000944,0.009740
2007-05-23 16:00:00,0.020501,0.000851,0.009970
2007-05-24 16:00:00,0.020746,0.000890,0.009916
2007-05-25 16:00:00,0.020787,0.000779,0.010112
2007-05-27 16:00:00,0.020959,0.000849,0.009961
2007-05-28 16:00:00,0.020950,0.000775,0.009940
2007-05-29 16:00:00,0.020865,0.000684,0.009891
2007-05-30 16:00:00,0.020721,0.000753,0.009852
2007-05-31 16:00:00,0.020789,0.000850,0.010001
2007-06-01 16:00:00,0.021123,0.000830,0.009875
2007-06-03 16:00:00,0.021210,0.000753,0.009914
2007-06-04 16:00:00,0.021427,0.000825,0.009781
2007-06-05 16:00:00,0.021449,0.000876,0.009838
2007-06-06 16:00:00,0.021431,0.000952,0.009935
2007-06-07 16:00:00,0.021423,0.000843,0.010159
2007-06-08 16:00:00,0.021437,0.000787,0.010253
2007-06-10 16:00:00,0.021346,0.000945,0.010161
2007-06-11 16:00:00,0.021596,0.001019,0.010166
2007-06-12 16:00:00,0.021761,0.001045,0.010216
2007-06-13 16:00:00,0.021687,0.001003,0.010179
2007-06-14 16:00:00,0.021719,0.001035,0.010186
2007-06-15 16:00:00,0.021674,0.000967,0.010163
2007-06-17 16:00:00,0.021627,0.000931,0.010144
2007-06-18 16:00:00,0.021692,0.001077,0.010084
2007-06-19 16:00:00,0.021762,0.000981,0.010150
2007-06-20 16:00:00,0.021667,0.000885,0.010087
2007-06-21 16:00:00,0.021754,0.001035,0.010159
2007-06-22 16:00:00,0.021708,0.000965,0.010222
2007-06-24 16:00:00,0.021851,0.000753,0.010122
2007-06-25 16:00:00,0.021873,0.000927,0.010049
2007-06-26 16:00:00,0.021888,0.000987,0.009934
2007-06-27 16:00:00,0.022014,0.001043,0.009982
2007-06-28 16:00:00,0.022022,0.001104,0.009978
2007-06-29 16:00:00,0.022038,0.001280,0.009765
2007-07-01 16:00:00,0.021974,0.001086,0.009734
2007-07-02 16:00:00,0.021838,0.001093,0.009837
2007-07-03 16:00:00,0.021928,0.000972,0.009776
2007-07-04 16:00:00,0.022042,0.000703,0.009718
2007-07-05 16:00:00,0.021921,0.000667,0.009566
2007-07-06 16:00:00,0.021850,0.000565,0.009684
2007-07-08 16:00:00,0.021840,0.000671,0.009671
2007-07-09 16:00:00,0.022030,0.000726,0.009736
2007-07-10 16:00:00,0.022012,0.000658,0.009822
2007-07-11 16:00:00,0.021809,0.000585,0.009757
2007-07-12 16:00:00,0.021805,0.000616,0.009616
2007-07-13 16:00:00,0.021742,0.000641,0.009735
2007-07-15 16:00:00,0.021509,0.000634,0.009771
2007-07-16 16:00:00,0.021678,0.000610,0.009875
2007-07-17 16:00:00,0.021709,0.000578,0.009892
2007-07-18 16:00:00,0.021710,0.000479,0.009860
2007-07-19 16:00:00,0.021781,0.000529,0.009779
2007-07-20 16:00:00,0.021816,0.000425,0.009625
2007-07-22 16:00:00,0.021770,0.000452,0.009555
2007-07-23 16:00:00,0.021678,0.000579,0.009503
2007-07-24 16:00:00,0.021738,0.000663,0.009576
2007-07-25 16:00:00,0.021558,0.000839,0.009610
2007-07-26 16:00:00,0.021669,0.000809,0.009441
2007-07-27 16:00:00,0.021630,0.000706,0.009465
2007-07-29 16:00:00,0.021591,0.000901,0.009565
2007-07-30 16:00:00,0.021552,0.000916,0.009524
2007-07-31 16:00:00,0.021570,0.000897,0.009624
2007-08-01 16:00:00,0.021623,0.000764,0.009509
2007-08-02 16:00:00,0.021668,0.000781,0.009550
2007-08-03 16:00:00,0.021547,0.000705,0.009767
2007-08-05 16:00:00,0.021521,0.000743,0.009673
2007-08-06 16:00:00,0.021508,0.000602,0.009675
2007-08-07 16:00:00,0.021525,0.000661,0.009676
2007-08-08 16:00:00,0.021661,0.000619,0.009589
2007-08-09 16:00:00,0.021789,0.000644,0.009435
2007-08-10 16:00:00,0.021907,0.000580,0.009528
2007-08-12 16:00:00,0.021910,0.000379,0.009488
2007-08-13 16:00:00,0.021910,0.000395,0.009536
2007-08-14 16:00:00,0.021962,0.000402,0.009435
2007-08-15 16:00:00,0.021794,0.000484,0.009568
2007-08-16 16:00:00,0.021637,0.000397,0.009461
2007-08-17 16:00:00,0.021571,0.000494,0.009599
2007-08-19 16:00:00,0.021565,0.000268,0.009402
2007-08-20 16:00:00,0.021611,0.000208,0.009429
2007-08-21 16:00:00,0.021588,0.000181,0.009303
2007-08-22 16:00:00,0.021640,0.000257,0.009342
2007-08-23 16:00:00,0.021597,0.000332,0.009220
2007-08-24 16:00:00,0.021880,0.000295,0.009124
2007-08-26 16:00:00,0.021767,0.000062,0.009231
2007-08-27 16:00:00,0.021647,-0.000116,0.009156
2007-08-28 16:00:00,0.021548,-0.000065,0.008918
2007-08-29 16:00:00,0.021398,0.000046,0.008961
2007-08-30 16:00:00,0.021425,0.000090,0.008879
2007-08-31 16:00:00,0.021343,-0.000099,0.008954
2007-09-02 16:00:00,0.021491,-0.000073,0.009112
2007-09-03 16:00:00,0.021648,-0.000139,0.009197
2007-09-04 16:00:00,0.021712,-0.000162,0.009109
2007-09-05 16:00:00,0.021731,-0.000233,0.009100
2007-09-06 16:00:00,0.021558,-0.000245,0.009024
2007-09-07 16:00:00,0.021671,-0.000293,0.008828
2007-09-09 16:00:00,0.021861,-0.000408,0.008843
2007-09-10 16:00:00,0.021904,-0.000517,0.008724
2007-09-11 16:00:00,0.021950,-0.000414,0.008885
2007-09-12 16:00:00,0.021983,-0.000462,0.008696
2007-09-13 16:00:00,0.021986,-0.000504,0.008505
2007-09-14 16:00:00,0.021942,-0.000696,0.008584
2007-09-16 16:00:00,0.021795,-0.000743,0.008657
2007-09-17 16:00:00,0.021735,-0.000869,0.008672
2007-09-18 16:00:00,0.021826,-0.000909,0.008695
2007-09-19 16:00:00,0.021933,-0.000868,0.008630
2007-09-20 16:00:00,0.021953,-0.000792,0.008443
2007-09-21 16:00:00,0.022225,-0.000711,0.008316
2007-09-23 16:00:00,0.022274,-0.000733,0.008185
2007-09-24 16:00:00,0.022361,-0.000822,0.008141
2007-09-25 16:00:00,0.022463,-0.000706,0.008230
2007-09-26 16:00:00,0.022331,-0.000725,0.008153
2007-09-27 16:00:00,0.022212,-0.000526,0.008017
2007-09-28 16:00:00,0.022021,-0.000479,0.007944
2007-09-30 16:00:00,0.022019,-0.000445,0.008076
2007-10-01 16:00:00,0.021977,-0.000513,0.008001
2007-10-02 16:00:00,0.022150,-0.000408,0.007851
2007-10-03 16:00:00,0.022050,-0.000422,0.007900
2007-10-04 16:00:00,0.022180,-0.000255,0.008070
2007-10-05 16:00:00,0.022225,-0.000234,0.008210
2007-10-07 16:00:00,0.022184,-0.000149,0.008175
2007-10-08 16:00:00,0.022136,-0.000346,0.008161
2007-10-09 16:00:00,0.021987,-0.000024,0.008151
2007-10-10 16:00:00,0.021940,-0.000235,0.008276
2007-10-11 16:00:00,0.021775,-0.000215,0.008405
2007-10-12 16:00:00,0.021792,-0.000293,0.008498
2007-10-14 16:00:00,0.021685,-0.000234,0.008409
2007-10-15 16:00:00,0.021650,-0.000251,0.008492
2007-10-16 16:00:00,0.021791,-0.000238,0.008539
2007-10-17 16:00:00,0.021933,-0.000211,0.008460
2007-10-18 16:00:00,0.021879,-0.000320,0.008324
2007-10-19 16:00:00,0.021993,-0.000363,0.008296
2007-10-21 16:00:00,0.021866,-0.000307,0.008189
2007-10-22 16:00:00,0.021767,-0.000323,0.008367
2007-10-23 16:00:00,0.021832,-0.000140,0.008413
2007-10-24 16:00:00,0.021782,-0.000254,0.008468
2007-10-25 16:00:00,0.021693,-0.000244,0.008456
2007-10-26 16:00:00,0.021817,-0.000350,0.008358
2007-10-28 16:00:00,0.021855,-0.000434,0.008422
2007-10-29 16:00:00,0.021880,-0.000504,0.008444
2007-10-30 16:00:00,0.021873,-0.000548,0.008491
2007-10-31 16:00:00,0.021893,-0.000495,0.008477
2007-11-01 16:00:00,0.021613,-0.000466,0.008504
2007-11-02 16:00:00,0.021698,-0.000469,0.008551
2007-11-04 16:00:00,0.021730,-0.000384,0.008481
2007-11-05 16:00:00,0.021623,-0.000355,0.008591
2007-11-06 16:00:00,0.021661,-0.000314,0.008729
2007-11-07 16:00:00,0.021666,-0.000243,0.008750
2007-11-08 16:00:00,0.021574,-0.000052,0.008739
2007-11-09 16:00:00,0.021389,-0.000050,0.008712
2007-11-11 16:00:00,0.021386,-0.000168,0.008848
2007-11-12 16:00:00,0.021430,-0.000132,0.008799
2007-11-13 16:00:00,0.021481,-0.000187,0.008731
2007-11-14 16:00:00,0.021417,-0.000179,0.008684
2007-11-15 16:00:00,0.021474,-0.000123,0.008605
2007-11-16 16:00:00,0.021511,-0.000210,0.008571
2007-11-18 16:00:00,0.021514,-0.000216,0.008649
2007-11-19 16:00:00,0.021525,-0.000126,0.008739
2007-11-20 16:00:00,0.021509,-0.000263,0.008744
2007-11-21 16:00:00,0.021433,-0.000359,0.008864
2007-11-22 16:00:00,0.021332,-0.000285,0.008910
2007-11-23 16:00:00,0.021242,-0.000367,0.008962
2007-11-25 16:00:00,0.021440,-0.000412,0.009008
2007-11-26 16:00:00,0.021499,-0.000356,0.008943
2007-11-27 16:00:00,0.021640,-0.000388,0.008842
2007-11-28 16:00:00,0.021632,-0.000398,0.008779
2007-11-29 16:00:00,0.021612,-0.000906,0.008733
2007-11-30 16:00:00,0.021495,-0.000949,0.008555
2007-12-02 16:00:00,0.021454,-0.000881,0.008548
2007-12-03 16:00:00,0.021514,-0.000828,0.008632
2007-12-04 16:00:00,0.021464,-0.000858,0.008651
2007-12-05 16:00:00,0.021471,-0.001020,0.008546
2007-12-06 16:00:00,0.021518,-0.000934,0.008612
2007-12-07 16:00:00,0.021415,-0.000838,0.008507
2007-12-09 16:00:00,0.021419,-0.000928,0.008400
2007-12-10 16:00:00,0.021457,-0.000783,0.008307
2007-12-11 16:00:00,0.021538,-0.000802,0.008340
2007-12-12 16:00:00,0.021557,-0.000960,0.008509
2007-12-13 16:00:00,0.021648,-0.000939,0.008588
2007-12-14 16:00:00,0.021775,-0.000926,0.008437
2007-12-16 16:00:00,0.021636,-0.000908,0.008445
2007-12-17 16:00:00,0.021704,-0.000832,0.008438
2007-12-18 16:00:00,0.021714,-0.000710,0.008364
2007-12-19 16:00:00,0.021587,-0.000878,0.008226
2007-12-20 16:00:00,0.021530,-0.000934,0.008219
2007-12-21 16:00:00,0.021576,-0.000937,0.008154
2007-12-23 16:00:00,0.021496,-0.001055,0.008204
2007-12-24 16:00:00,0.021536,-0.001062,0.008229
2007-12-25 16:00:00,0.021692,-0.001031,0.008344
2007-12-26 16:00:00,0.021661,-0.001143,0.008295
2007-12-27 16:00:00,0.021485,-0.001203,0.008527
2007-12-28 16:00:00,0.021274,-0.001291,0.008538
2007-12-30 16:00:00,0.021209,-0.001372,0.008633
2007-12-31 16:00:00,0.021304,-0.001333,0.008610
2008-01-01 16:00:00,0.021330,-0.001258,0.008550
2008-01-02 16:00:00,0.021414,-0.001228,0.008505
2008-01-03 16:00:00,0.021283,-0.001344,0.008488
2008-01-04 16:00:00,0.021288,-0.001319,0.008375
2008-01-06 16:00:00,0.021342,-0.001336,0.008498
2008-01-07 16:00:00,0.021413,-0.001413,0.008637
2008-01-08 16:00:00,0.021394,-0.001583,0.008735
2008-01-09 16:00:00,0.021428,-0.001503,0.008742
2008-01-10 16:00:00,0.021417,-0.001703,0.008748
2008-01-11 16:00:00,0.021511,-0.001981,0.008961
2008-01-13 16:00:00,0.021592,-0.001953,0.008960
2008-01-14 16:00:00,0.021471,-0.001773,0.009107
2008-01-15 16:00:00,0.021485,-0.001772,0.009352
2008-01-16 16:00:00,0.021628,-0.001721,0.009377
2008-01-17 16:00:00,0.021765,-0.001670,0.009253
2008-01-18 16:00:00,0.021757,-0.001750,0.009150
2008-01-20 16:00:00,0.021817,-0.001703,0.009131
2008-01-21 16:00:00,0.022092,-0.001660,0.009015
2008-01-22 16:00:00,0.022000,-0.001617,0.009082
2008-01-23 16:00:00,0.021992,-0.001537,0.009043
2008-01-24 16:00:00,0.022206,-0.001602,0.008927
2008-01-25 16:00:00,0.022281,-0.001527,0.008967
2008-01-27 16:00:00,0.022246,-0.001538,0.008929
2008-01-28 16:00:00,0.022199,-0.001587,0.008976
2008-01-29 16:00:00,0.022209,-0.001670,0.008997
2008-01-30 16:00:00,0.022244,-0.001650,0.008960
2008-01-31 16:00:00,0.022235,-0.001694,0.009025
2008-02-01 16:00:00,0.022211,-0.001615,0.009145
2008-02-03 16:00:00,0.022262,-0.001608,0.009205
2008-02-04 16:00:00,0.022263,-0.001493,0.009201
2008-02-05 16:00:00,0.022056,-0.001466,0.009242
2008-02-06 16:00:00,0.021944,-0.001414,0.009328
2008-02-07 16:00:00,0.021974,-0.001315,0.009400
2008-02-08 16:00:00,0.021923,-0.001276,0.009270
2008-02-10 16:00:00,0.021784,-0.001269,0.009395
2008-02-11 16:00:00,0.021904,-0.001304,0.009190
2008-02-12 16:00:00,0.022043,-0.001326,0.009114
2008-02-13 16:00:00,0.022000,-0.001255,0.009169
2008-02-14 16:00:00,0.022037,-0.001332,0.009246
2008-02-15 16:00:00,0.022023,-0.001468,0.009291
2008-02-17 16:00:00,0.022118,-0.001508,0.009360
2008-02-18 16:00:00,0.022064,-0.001522,0.009499
2008-02-19 16:00:00,0.022181,-0.001501,0.009412
2008-02-20 16:00:00,0.022148,-0.001428,0.009553
2008-02-21 16:00:00,0.022038,-0.001493,0.009718
2008-02-22 16:00:00,0.022155,-0.001573,0.009959
2008-02-24 16:00:00,0.022289,-0.001453,0.009848
2008-02-25 16:00:00,0.022229,-0.001493,0.009748
2008-02-26 16:00:00,0.022188,-0.001609,0.009748
2008-02-27 16:00:00,0.022257,-0.001836,0.009838
2008-02-28 16:00:00,0.022284,-0.001933,0.009782
2008-02-29 16:00:00,0.022296,-0.001687,0.009612
2008-03-02 16:00:00,0.022409,-0.001712,0.009619
2008-03-03 16:00:00,0.022384,-0.001652,0.009602
2008-03-04 16:00:00,0.022384,-0.001743,0.009535
2008-03-05 16:00:00,0.022303,-0.001688,0.009583
2008-03-06 16:00:00,0.022144,-0.001651,0.009504
2008-03-07 16:00:00,0.022046,-0.001704,0.009810
2008-03-09 16:00:00,0.021899,-0.001763,0.009784
2008-03-10 16:00:00,0.021908,-0.001933,0.009920
2008-03-11 16:00:00,0.021775,-0.001973,0.009991
2008-03-12 16:00:00,0.021712,-0.001978,0.010018
2008-03-13 16:00:00,0.021635,-0.001946,0.009895
2008-03-14 16:00:00,0.021651,-0.001910,0.009889
2008-03-16 16:00:00,0.021550,-0.001849,0.009767
2008-03-17 16:00:00,0.021688,-0.001822,0.009610
2008-03-18 16:00:00,0.021771,-0.001795,0.009662
2008-03-19 16:00:00,0.021759,-0.001738,0.009883
2008-03-20 16:00:00,0.021812,-0.001669,0.009859
2008-03-21 16:00:00,0.021928,-0.001532,0.009779
2008-03-23 16:00:00,0.021927,-0.001458,0.009662
2008-03-24 16:00:00,0.021938,-0.001464,0.009419
2008-03-25 16:00:00,0.021948,-0.001480,0.009327
2008-03-26 16:00:00,0.022075,-0.001439,0.009129
2008-03-27 16:00:00,0.022053,-0.001513,0.009126
2008-03-28 16:00:00,0.021752,-0.001465,0.009209
2008-03-30 16:00:00,0.021809,-0.001493,0.009314
2008-03-31 16:00:00,0.021568,-0.001621,0.009204
2008-04-01 16:00:00,0.021658,-0.001707,0.009106
2008-04-02 16:00:00,0.021638,-0.001665,0.009065
2008-04-03 16:00:00,0.021467,-0.001702,0.009012
2008-04-04 16:00:00,0.021537,-0.001665,0.008967
2008-04-06 16:00:00,0.021403,-0.001733,0.008938
2008-04-07 16:00:00,0.021363,-0.001868,0.008899
2008-04-08 16:00:00,0.021315,-0.001703,0.009123
2008-04-09 16:00:00,0.021328,-0.001583,0.009195
2008-04-10 16:00:00,0.021475,-0.001551,0.009459
2008-04-11 16:00:00,0.021478,-0.001540,0.009407
2008-04-13 16:00:00,0.021626,-0.001648,0.009470
2008-04-14 16:00:00,0.021727,-0.001700,0.009360
2008-04-15 16:00:00,0.021697,-0.001454,0.009305
2008-04-16 16:00:00,0.021598,-0.001450,0.009330
2008-04-17 16:00:00,0.021638,-0.001391,0.009196
2008-04-18 16:00:00,0.021602,-0.001231,0.009230
2008-04-20 16:00:00,0.021516,-0.001305,0.009289
2008-04-21 16:00:00,0.021649,-0.001464,0.009259
2008-04-22 16:00:00,0.021563,-0.001357,0.009109
2008-04-23 16:00:00,0.021544,-0.001457,0.009136
2008-04-24 16:00:00,0.021654,-0.001220,0.009044
2008-04-25 16:00:00,0.021530,-0.001227,0.009021
2008-04-27 16:00:00,0.021691,-0.001158,0.008962
2008-04-28 16:00:00,0.021853,-0.001018,0.008938
2008-04-29 16:00:00,0.021914,-0.001129,0.008952
2008-04-30 16:00:00,0.022072,-0.001044,0.008959
2008-05-01 16:00:00,0.022103,-0.001075,0.008936
2008-05-02 16:00:00,0.022234,-0.001052,0.009015
2008-05-04 16:00:00,0.022226,-0.000895,0.008979
2008-05-05 16:00:00,0.022221,-0.000919,0.008887
2008-05-06 16:00:00,0.022076,-0.000978,0.008933
2008-05-07 16:00:00,0.022119,-0.001068,0.008921
2008-05-08 16:00:00,0.021901,-0.001186,0.008748
2008-05-09 16:00:00,0.021880,-0.001110,0.008845
2008-05-11 16:00:00,0.021740,-0.001063,0.008674
2008-05-12 16:00:00,0.021635,-0.000839,0.008688
2008-05-13 16:00:00,0.021785,-0.000747,0.008655
2008-05-14 16:00:00,0.021798,-0.000674,0.008760
2008-05-15 16:00:00,0.021650,-0.000688,0.008693
2008-05-16 16:00:00,0.021722,-0.000697,0.008586
2008-05-18 16:00:00,0.021685,-0.000630,0.008491
2008-05-19 16:00:00,0.021557,-0.000643,0.008452
2008-05-20 16:00:00,0.021655,-0.000822,0.008383
2008-05-21 16:00:00,0.021539,-0.000869,0.008301
2008-05-22 16:00:00,0.021631,-0.000928,0.008061
2008-05-23 16:00:00,0.021615,-0.001014,0.008093
2008-05-25 16:00:00,0.021439,-0.001029,0.008178
2008-05-26 16:00:00,0.021609,-0.000940,0.008511
2008-05-27 16:00:00,0.021641,-0.000995,0.008402
2008-05-28 16:00:00,0.021681,-0.001042,0.008375
2008-05-29 16:00:00,0.021490,-0.001150,0.008457
2008-05-30 16:00:00,0.021528,-0.001125,0.008489
2008-06-01 16:00:00,0.021439,-0.001127,0.008507
2008-06-02 16:00:00,0.021336,-0.001092,0.008644
2008-06-03 16:00:00,0.021347,-0.001106,0.008728
2008-06-04 16:00:00,0.021421,-0.001025,0.008800
2008-06-05 16:00:00,0.021400,-0.000968,0.008739
2008-06-06 16:00:00,0.021421,-0.000971,0.008593
2008-06-08 16:00:00,0.021276,-0.000845,0.008564
2008-06-09 16:00:00,0.021258,-0.000924,0.008706
2008-06-10 16:00:00,0.021248,-0.000941,0.008813
2008-06-11 16:00:00,0.021329,-0.000812,0.008798
2008-06-12 16:00:00,0.021358,-0.000736,0.008722
2008-06-13 16:00:00,0.021488,-0.000775,0.008676
2008-06-15 16:00:00,0.021618,-0.000600,0.008828
2008-06-16 16:00:00,0.021548,-0.000677,0.008788
2008-06-17 16:00:00,0.021485,-0.000657,0.008887
2008-06-18 16:00:00,0.021575,-0.000672,0.008824
2008-06-19 16:00:00,0.021670,-0.000651,0.008787
2008-06-20 16:00:00,0.021740,-0.000566,0.008721
2008-06-22 16:00:00,0.021614,-0.000487,0.008586
2008-06-23 16:00:00,0.021727,-0.000468,0.008556
2008-06-24 16:00:00,0.021735,-0.000390,0.008690
2008-06-25 16:00:00,0.021731,-0.000395,0.008712
2008-06-26 16:00:00,0.021777,-0.000330,0.008667
2008-06-27 16:00:00,0.021639,-0.000335,0.008678
2008-06-29 16:00:00,0.021706,-0.000449,0.008754
2008-06-30 16:00:00,0.021679,-0.000407,0.008722
2008-07-01 16:00:00,0.021704,-0.000332,0.008692
2008-07-02 16:00:00,0.021634,-0.000273,0.008797
2008-07-03 16:00:00,0.021692,-0.000113,0.008632
2008-07-04 16:00:00,0.021633,-0.000189,0.008431
2008-07-06 16:00:00,0.021637,-0.000130,0.008445
2008-07-07 16:00:00,0.021606,0.000034,0.008360
2008-07-08 16:00:00,0.021565,0.000029,0.008420
2008-07-09 16:00:00,0.021538,0.000067,0.008308
2008-07-10 16:00:00,0.021566,0.000123,0.008473
2008-07-11 16:00:00,0.021345,0.000181,0.008483
2008-07-13 16:00:00,0.021231,0.000082,0.008497
2008-07-14 16:00:00,0.021342,0.000027,0.008494
2008-07-15 16:00:00,0.021022,0.000019,0.008489
2008-07-16 16:00:00,0.021202,0.000096,0.008536
2008-07-17 16:00:00,0.021223,0.000161,0.008431
2008-07-18 16:00:00,0.021217,0.000135,0.008358
2008-07-20 16:00:00,0.021245,0.000121,0.008354
2008-07-21 16:00:00,0.021231,0.000226,0.008470
2008-07-22 16:00:00,0.021141,0.000128,0.008508
2008-07-23 16:00:00,0.020985,-0.000038,0.008251
